1	12755620	12759846	4.400946448
1	12944137	12946494	2.19563078
1	13735498	13737957	4.473843572
1	14591055	14593550	4.038248422
1	15482852	15484057	4.57566817
1	15869107	15871453	2.248373571
1	16608898	16611040	2.931482284
1	18159889	18160464	5.154944293
1	18806508	18807394	4.220983562
1	18847410	18849654	3.914518343
1	19596595	19599402	3.893746147
1	19677577	19679780	4.934818308
2	576059	576590	3.302478654
2	1436128	1437590	3.067804658
2	1485408	1490783	2.111077697
2	1671116	1672075	7.62079959
2	1761804	1762378	3.627068295
2	1781886	1782503	3.991495519
2	1783119	1786463	2.581203242
2	1883052	1887007	2.31607432
2	2104362	2104646	2.425983479
2	2108121	2114699	2.768832017
2	2134584	2136771	2.631357878
2	2419319	2422450	2.75469614
2	2437307	2439691	3.461208446
2	2495461	2497284	2.717681446
2	2502770	2504333	4.879227266
2	2512991	2513365	7.784681007
2	2538743	2540365	2.728873416
2	2572217	2574502	2.987571138
2	2633129	2635227	4.506539703
2	2661493	2663643	3.639584358
2	2678827	2681289	4.041342742
2	2681659	2685131	2.762292269
2	2691303	2694916	3.623991835
2	2717359	2719979	4.320357363
2	2832083	2836514	2.740389475
2	2845313	2849281	3.081819162
2	2942233	2945080	2.30447182
2	3073733	3078367	2.153985466
2	3639603	3646073	2.272345524
2	3687672	3691747	4.20770229
2	3727288	3727797	2.053210403
2	3764537	3766233	2.345265259
2	3786133	3788854	3.443698532
2	3789439	3792943	4.000640338
2	3816494	3819701	4.214755661
2	3914735	3919618	2.810515784
2	3920936	3925848	4.356575826
2	3943496	3944667	2.905355724
2	4008078	4008743	3.914291404
2	4041164	4043622	5.166011714
2	4091077	4094102	3.082687191
2	4166322	4168741	4.405280144
2	4200570	4202437	3.416572103
2	4386371	4389560	3.492995931
2	4389579	4393073	4.452119705
2	4404376	4406419	3.676843716
2	4408188	4408703	2.60233257
2	4669997	4671816	3.409750942
2	4676310	4677842	3.791678364
2	4724382	4725219	3.246478204
2	4729678	4732966	3.540267377
2	4902163	4908827	4.529937036
2	4913282	4914238	4.932492085
2	4926146	4928532	5.47030562
2	5045952	5047581	2.263376038
2	5239769	5245033	2.663023933
2	5453856	5456495	2.594035772
2	5517589	5520081	3.001101826
2	5524129	5526270	5.626067335
2	5526469	5526858	4.571127688
2	5819376	5821584	4.018528285
2	5846901	5850953	2.97349036
2	6027499	6029693	5.357615802
2	6029773	6030159	4.086718324
2	6221780	6223917	2.418918203
2	6305549	6307309	2.460003435
2	6766622	6770676	3.44852748
2	6770784	6772235	4.03830494
2	6837823	6841844	2.412880865
2	6862922	6864116	2.120052279
2	6880825	6882741	6.846551602
2	6882821	6886775	6.555855905
2	6954284	6958648	2.477390632
2	17337737	17338993	2.207903462
3	11561514	11564092	4.581104247
3	12004587	12007067	4.292204229
3	12379790	12381090	2.189305901
3	12438212	12440001	3.108256463
3	12440599	12441915	5.026424667
3	12954001	12954422	3.61736847
3	13189475	13191327	3.540507163
3	13818738	13820758	2.120382847
3	14828338	14830962	2.560971387
3	17111429	17114136	4.583587947
4	1786548	1787183	2.992301764
4	3013278	3013859	3.108778603
4	3022684	3023685	2.659401114
4	3174260	3174880	2.096816697
4	3183480	3184133	2.169552472
4	3263286	3264419	2.856993638
4	3280501	3282444	2.566171824
4	3274439	3275037	3.001174327
4	3698609	3700468	2.154969866
4	3283784	3284823	3.324636531
4	3739442	3741301	2.525914827
4	3869799	3871808	3.213285359
4	3945668	3948238	4.240762276
4	4017248	4018366	4.905458159
4	4019626	4021476	2.467908719
4	4033357	4033704	4.705757466
4	4034676	4035311	3.681462852
4	4244696	4246537	2.713510404
4	4331915	4332673	2.513309316
4	4709082	4710125	2.154977007
4	4831118	4833406	2.428602882
4	4837021	4838089	3.729773573
4	8314078	8318830	2.181428267
4	8900245	8907255	3.14187804
4	9732817	9737316	2.17744168
5	5630538	5634764	5.844176727
5	11590737	11591989	4.565953934
5	11689260	11692220	2.049867466
5	11742646	11742984	4.927052775
5	11777654	11779488	2.560940057
5	11813521	11816463	2.089186167
5	11836787	11838733	2.735809444
5	11941158	11943053	3.316654672
5	12032693	12034552	2.778312817
5	12049749	12050468	2.369986435
5	12125630	12126732	2.070381479
5	12142711	12144657	2.526655491
5	12140385	12140969	3.475149112
5	12150099	12151013	5.418393027
5	12204733	12206865	3.857190892
5	12292463	12294049	3.021433106
5	12386481	12388874	2.049099657
5	12396113	12396754	3.904090429
5	12434286	12435257	3.118433802
5	12996228	12997214	2.425583691
5	14380888	14383080	3.791601768
